month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
October 2022,Lakshadweep,148.5,270,74.25,148.50
November 2022,Lakshadweep,161.35,292.5,80.675,161.35
December 2022,Lakshadweep,175.7,317.5,87.85,175.70
January 2023,Lakshadweep,190.05,342.5,95.025,190.05
February 2023,Lakshadweep,198.55,359.6,99.275,198.55
March 2023,Lakshadweep,207.05,376.7,103.525,207.05
April 2023,Lakshadweep,215.55,393.8,107.775,215.55
May 2023,Lakshadweep,226.3,413.5,113.15,226.30
June 2023,Lakshadweep,250.95,459,125.475,250.95
July 2023,Lakshadweep,275.6,504.5,137.8,275.60
August 2023,Lakshadweep,300.25,550,150.125,300.25
September 2023,Lakshadweep,324.9,595.5,162.45,324.90
October 2023,Lakshadweep,349.55,641,174.775,349.55
April 2016,Madhya Pradesh,150.00,750.00,75.00,375.00
May 2016,Madhya Pradesh,165.00,825.00,82.50,412.50
June 2016,Madhya Pradesh,180.00,900.00,90.00,450.00
July 2016,Madhya Pradesh,195.00,975.00,97.50,487.50
August 2016,Madhya Pradesh,210.00,"1,050.00",105.00,525.00
September 2016,Madhya Pradesh,225.00,"1,125.00",112.50,562.50
October 2016,Madhya Pradesh,240.00,"1,200.00",120.00,600.00
November 2016,Madhya Pradesh,255.00,"1,275.00",127.50,637.50
December 2016,Madhya Pradesh,270.00,"1,350.00",135.00,675.00
January 2017,Madhya Pradesh,285.00,"1,425.00",142.50,712.50
February 2017,Madhya Pradesh,300.00,"1,500.00",150.00,750.00
March 2017,Madhya Pradesh,315.00,"1,575.00",157.50,787.50
April 2017,Madhya Pradesh,330.00,"1,650.00",165.00,825.00
May 2017,Madhya Pradesh,345.00,"1,725.00",172.50,862.50
June 2017,Madhya Pradesh,360.00,"1,800.00",180.00,900.00
July 2017,Madhya Pradesh,375.00,"1,875.00",187.50,937.50
August 2017,Madhya Pradesh,390.00,"1,950.00",195.00,975.00
September 2017,Madhya Pradesh,405.00,"2,025.00",202.50,"1,012.50"
October 2017,Madhya Pradesh,420.00,"2,100.00",210.00,"1,050.00"
November 2017,Madhya Pradesh,435.00,"2,175.00",217.50,"1,087.50"
December 2017,Madhya Pradesh,450.00,"2,250.00",225.00,"1,125.00"
January 2018,Madhya Pradesh,465.00,"2,325.00",232.50,"1,162.50"
February 2018,Madhya Pradesh,480.00,"2,400.00",240.00,"1,200.00"
March 2018,Madhya Pradesh,495.00,"2,475.00",247.50,"1,237.50"
April 2018,Madhya Pradesh,510.00,"2,550.00",255.00,"1,275.00"
May 2018,Madhya Pradesh,525.00,"2,625.00",262.50,"1,312.50"
June 2018,Madhya Pradesh,540.00,"2,700.00",270.00,"1,350.00"
July 2018,Madhya Pradesh,555.00,"2,775.00",277.50,"1,387.50"
August 2018,Madhya Pradesh,570.00,"2,850.00",285.00,"1,425.00"
September 2018,Madhya Pradesh,585.00,"2,925.00",292.50,"1,462.50"
October 2018,Madhya Pradesh,600.00,"3,000.00",300.00,"1,500.00"
November 2018,Madhya Pradesh,630.00,"3,150.00",315.00,"1,575.00"
December 2018,Madhya Pradesh,660.00,"3,300.00",330.00,"1,650.00"
January 2019,Madhya Pradesh,690.00,"3,450.00",345.00,"1,725.00"
February 2019,Madhya Pradesh,720.00,"3,600.00",360.00,"1,800.00"
March 2019,Madhya Pradesh,750.00,"3,750.00",375.00,"1,875.00"
April 2019,Madhya Pradesh,780.00,"3,900.00",390.00,"1,950.00"
May 2019,Madhya Pradesh,840.00,"4,200.00",420.00,"2,100.00"
June 2019,Madhya Pradesh,900.00,"4,500.00",450.00,"2,250.00"
July 2019,Madhya Pradesh,960.00,"4,800.00",480.00,"2,400.00"
August 2019,Madhya Pradesh,"1,020.00","5,100.00",510.00,"2,550.00"
September 2019,Madhya Pradesh,"1,080.00","5,400.00",540.00,"2,700.00"
October 2019,Madhya Pradesh,"1,140.00","5,700.00",570.00,"2,850.00"
November 2019,Madhya Pradesh,"1,200.00","6,000.00",600.00,"3,000.00"
December 2019,Madhya Pradesh,"1,260.00","6,300.00",630.00,"3,150.00"
January 2020,Madhya Pradesh,"1,320.00","6,600.00",660.00,"3,300.00"
February 2020,Madhya Pradesh,"1,380.00","6,900.00",690.00,"3,450.00"
March 2020,Madhya Pradesh,"1,440.00","7,200.00",720.00,"3,600.00"
April 2020,Madhya Pradesh,"1,470.00","7,350.00",735.00,"3,675.00"
May 2020,Madhya Pradesh,"1,500.00","7,500.00",750.00,"3,750.00"
June 2020,Madhya Pradesh,"1,680.00","8,400.00",840.00,"4,200.00"
July 2020,Madhya Pradesh,"1,920.00","9,600.00",960.00,"4,800.00"
August 2020,Madhya Pradesh,"2,160.00","10,800.00","1,080.00","5,400.00"
September 2020,Madhya Pradesh,"2,400.00","12,000.00","1,200.00","6,000.00"
October 2020,Madhya Pradesh,"2,640.00","13,200.00","1,320.00","6,600.00"
November 2020,Madhya Pradesh,"2,880.00","14,400.00","1,440.00","7,200.00"
December 2020,Madhya Pradesh,"3,120.00","15,600.00","1,560.00","7,800.00"
January 2021,Madhya Pradesh,"3,360.00","16,800.00","1,680.00","8,400.00"
February 2021,Madhya Pradesh,"3,600.00","18,000.00","1,800.00","9,000.00"
March 2021,Madhya Pradesh,"3,840.00","19,200.00","1,920.00","9,600.00"
April 2021,Madhya Pradesh,"3,989.00","20,168.00","2,052.00","10,032.00"
May 2021,Madhya Pradesh,"4,320.00","21,600.00","2,160.00","10,800.00"
June 2021,Madhya Pradesh,"4,656.00","23,040.00","2,304.00","11,520.00"
July 2021,Madhya Pradesh,"4,992.00","24,480.00","2,448.00","12,240.00"
August 2021,Madhya Pradesh,"5,328.00","25,920.00","2,592.00","12,960.00"
September 2021,Madhya Pradesh,"5,664.00","27,360.00","2,736.00","13,680.00"
October 2021,Madhya Pradesh,"6,000.00","28,800.00","2,880.00","14,400.00"
November 2021,Madhya Pradesh,"6,360.00","30,240.00","3,024.00","15,120.00"
December 2021,Madhya Pradesh,"6,720.00","31,680.00","3,168.00","15,840.00"
January 2022,Madhya Pradesh,"7,128.00","33,264.00","3,384.00","16,704.00"
February 2022,Madhya Pradesh,"7,536.00","34,848.00","3,600.00","17,280.00"
March 2022,Madhya Pradesh,"7,944.00","36,432.00","3,816.00","17,856.00"
April 2022,Madhya Pradesh,"8,352.00","38,016.00","4,032.00","18,432.00"
May 2022,Madhya Pradesh,"8,832.00","39,840.00","4,272.00","19,296.00"
June 2022,Madhya Pradesh,"9,792.00","44,160.00","4,704.00","21,504.00"
July 2022,Madhya Pradesh,"10,752.00","48,480.00","5,136.00","23,712.00"
August 2022,Madhya Pradesh,"11,712.00","52,800.00","5,568.00","25,920.00"
September 2022,Madhya Pradesh,"12,672.00","57,120.00","6,000.00","28,128.00"
October 2022,Madhya Pradesh,"14,336.00","64,896.00","6,720.00","31,680.00"
November 2022,Madhya Pradesh,"15,318.00","69,174.00","7,160.00","33,744.00"
December 2022,Madhya Pradesh,"16,344.00","73,920.00","7,632.00","36,096.00"
January 2023,Madhya Pradesh,"17,412.00","78,712.00","8,064.00","38,304.00"
February 2023,Madhya Pradesh,"18,204.00","82,944.00","8,400.00","40,176.00"
March 2023,Madhya Pradesh,"18,996.00","87,176.00","8,736.00","42,048.00"
April 2023,Madhya Pradesh,"19,788.00","91,408.00","9,072.00","43,920.00"
May 2023,Madhya Pradesh,"20,904.00","96,912.00","9,576.00","46,368.00"
June 2023,Madhya Pradesh,"23,136.00","107,520.00","10,608.00","51,456.00"
July 2023,Madhya Pradesh,"25,392.00","118,480.00","11,648.00","56,688.00"
August 2023,Madhya Pradesh,"27,640.00","129,280.00","12,672.00","61,872.00"
September 2023,Madhya Pradesh,"29,856.00","139,920.00","13,728.00","67,056.00"
October 2023,Madhya Pradesh,"32,088.00","150,720.00","14,784.00","72,240.00"
April 2016,Maharashtra,800.00,"4,000.00",400.00,"2,000.00"
May 2016,Maharashtra,880.00,"4,400.00",440.00,"2,200.00"
June 2016,Maharashtra,960.00,"4,800.00",480.00,"2,400.00"
July 2016,Maharashtra,"1,040.00","5,200.00",520.00,"2,600.00"
August 2016,Maharashtra,"1,120.00","5,600.00",560.00,"2,800.00"
September 2016,Maharashtra,"1,200.00","6,000.00",600.00,"3,000.00"
October 2016,Maharashtra,"1,280.00","6,400.00",640.00,"3,200.00"
November 2016,Maharashtra,"1,360.00","6,800.00",680.00,"3,400.00"
December 2016,Maharashtra,"1,440.00","7,200.00",720.00,"3,600.00"
January 2017,Maharashtra,"1,520.00","7,600.00",760.00,"3,800.00"
February 2017,Maharashtra,"1,600.00","8,000.00",800.00,"4,000.00"
March 2017,Maharashtra,"1,680.00","8,400.00",840.00,"4,200.00"
April 2017,Maharashtra,"1,760.00","8,800.00",880.00,"4,400.00"
May 2017,Maharashtra,"1,840.00","9,200.00",920.00,"4,600.00"
June 2017,Maharashtra,"1,920.00","9,600.00",960.00,"4,800.00"
July 2017,Maharashtra,"2,000.00","10,000.00","1,000.00","5,000.00"
August 2017,Maharashtra,"2,080.00","10,400.00","1,040.00","5,200.00"
September 2017,Maharashtra,"2,160.00","10,800.00","1,080.00","5,400.00"
October 2017,Maharashtra,"2,240.00","11,200.00","1,120.00","5,600.00"
November 2017,Maharashtra,"2,320.00","11,600.00","1,160.00","5,800.00"
December 2017,Maharashtra,"2,400.00","12,000.00","1,200.00","6,000.00"
January 2018,Maharashtra,"2,480.00","12,400.00","1,240.00","6,200.00"
February 2018,Maharashtra,"2,560.00","12,800.00","1,280.00","6,400.00"
March 2018,Maharashtra,"2,640.00","13,200.00","1,320.00","6,600.00"
April 2018,Maharashtra,"2,720.00","13,600.00","1,360.00","6,800.00"
May 2018,Maharashtra,"2,800.00","14,000.00","1,400.00","7,000.00"
June 2018,Maharashtra,"2,880.00","14,400.00","1,440.00","7,200.00"
July 2018,Maharashtra,"2,960.00","14,800.00","1,480.00","7,400.00"
August 2018,Maharashtra,"3,040.00","15,200.00","1,520.00","7,600.00"
September 2018,Maharashtra,"3,120.00","15,600.00","1,560.00","7,800.00"
October 2018,Maharashtra,"3,200.00","16,000.00","1,600.00","8,000.00"
November 2018,Maharashtra,"3,360.00","16,800.00","1,680.00","8,400.00"
December 2018,Maharashtra,"3,520.00","17,600.00","1,760.00","8,800.00"
January 2019,Maharashtra,"3,680.00","18,400.00","1,840.00","9,200.00"
February 2019,Maharashtra,"3,840.00","19,200.00","1,920.00","9,600.00"
March 2019,Maharashtra,"4,000.00","20,000.00","2,000.00","10,000.00"
April 2019,Maharashtra,"4,160.00","20,800.00","2,080.00","10,400.00"
May 2019,Maharashtra,"4,480.00","22,400.00","2,240.00","11,200.00"
June 2019,Maharashtra,"4,800.00","24,000.00","2,400.00","12,000.00"
July 2019,Maharashtra,"5,120.00","25,600.00","2,560.00","12,800.00"
August 2019,Maharashtra,"5,440.00","27,200.00","2,720.00","13,600.00"
September 2019,Maharashtra,"5,760.00","28,800.00","2,880.00","14,400.00"
October 2019,Maharashtra,"6,080.00","30,400.00","3,040.00","15,200.00"
November 2019,Maharashtra,"6,400.00","32,000.00","3,200.00","16,000.00"
December 2019,Maharashtra,"6,720.00","33,600.00","3,360.00","16,800.00"
January 2020,Maharashtra,"7,040.00","35,200.00","3,520.00","17,600.00"
February 2020,Maharashtra,"7,360.00","36,800.00","3,680.00","18,400.00"
March 2020,Maharashtra,"7,680.00","38,400.00","3,840.00","19,200.00"
April 2020,Maharashtra,"7,842.00","39,084.00","3,909.00","19,545.00"
May 2020,Maharashtra,"8,000.00","40,000.00","4,000.00","20,000.00"
June 2020,Maharashtra,"8,960.00","44,800.00","4,480.00","22,400.00"
July 2020,Maharashtra,"10,240.00","51,200.00","5,120.00","25,600.00"
August 2020,Maharashtra,"11,520.00","57,600.00","5,760.00","28,800.00"
September 2020,Maharashtra,"12,800.00","64,000.00","6,400.00","32,000.00"
October 2020,Maharashtra,"14,080.00","70,400.00","7,040.00","35,200.00"
November 2020,Maharashtra,"15,360.00","76,800.00","7,680.00","38,400.00"
December 2020,Maharashtra,"16,640.00","83,200.00","8,320.00","41,600.00"
January 2021,Maharashtra,"17,920.00","89,600.00","8,960.00","44,800.00"
February 2021,Maharashtra,"19,200.00","96,000.00","9,600.00","48,000.00"
March 2021,Maharashtra,"20,480.00","102,400.00","10,240.00","51,200.00"
April 2021,Maharashtra,"21,498.00","106,984.00","10,704.00","53,272.00"
May 2021,Maharashtra,"23,040.00","115,200.00","11,520.00","57,600.00"
June 2021,Maharashtra,"24,588.00","122,828.00","12,292.00","61,352.00"
July 2021,Maharashtra,"26,128.00","130,372.00","13,056.00","65,040.00"
August 2021,Maharashtra,"27,684.00","138,000.00","13,824.00","68,760.00"
September 2021,Maharashtra,"29,232.00","145,572.00","14,584.00","72,432.00"
October 2021,Maharashtra,"30,792.00","153,144.00","15,344.00","76,104.00"
November 2021,Maharashtra,"32,544.00","162,240.00","16,185.00","80,145.00"
December 2021,Maharashtra,"34,428.00","171,860.00","17,058.00","84,426.00"
January 2022,Maharashtra,"36,306.00","181,420.00","17,913.00","88,626.00"
February 2022,Maharashtra,"38,196.00","191,030.00","18,779.00","92,871.00"
March 2022,Maharashtra,"40,074.00","200,590.00","19,634.00","97,062.00"
April 2022,Maharashtra,"41,958.00","210,210.00","20,499.00","101,304.00"
May 2022,Maharashtra,"44,268.00","222,680.00","21,672.00","106,944.00"
June 2022,Maharashtra,"48,816.00","246,200.00","23,984.00","118,208.00"
July 2022,Maharashtra,"53,400.00","269,000.00","26,328.00","129,720.00"
August 2022,Maharashtra,"57,984.00","291,800.00","28,672.00","141,232.00"
September 2022,Maharashtra,"62,568.00","314,600.00","31,016.00","152,744.00"
October 2022,Maharashtra,"70,848.00","357,200.00","35,088.00","172,800.00"
November 2022,Maharashtra,"75,736.00","380,960.00","37,446.00","184,095.00"
December 2022,Maharashtra,"80,760.00","405,000.00","39,850.00","196,245.00"
January 2023,Maharashtra,"85,728.00","429,000.00","42,204.00","208,056.00"
February 2023,Maharashtra,"89,712.00","450,600.00","44,058.00","218,784.00"
March 2023,Maharashtra,"93,696.00","472,200.00","45,912.00","229,512.00"
April 2023,Maharashtra,"97,680.00","493,800.00","47,766.00","240,240.00"
May 2023,Maharashtra,"103,344.00","521,440.00","50,496.00","253,504.00"
June 2023,Maharashtra,"114,288.00","577,760.00","55,920.00","282,240.00"
July 2023,Maharashtra,"125,328.00","634,400.00","61,376.00","311,120.00"
August 2023,Maharashtra,"136,368.00","691,040.00","66,832.00","340,000.00"
September 2023,Maharashtra,"147,408.00","747,680.00","72,288.00","368,880.00"
October 2023,Maharashtra,"158,448.00","804,320.00","77,744.00","397,760.00"
April 2016,Manipur,0.05,0.25,0.01,0.10
May 2016,Manipur,0.06,0.30,0.02,0.15
June 2016,Manipur,0.07,0.35,0.03,0.20
July 2016,Manipur,0.08,0.40,0.04,0.25
August 2016,Manipur,0.09,0.45,0.05,0.30
September 2016,Manipur,0.1,0.50,0.06,0.35
October 2016,Manipur,0.12,0.55,0.08,0.40
November 2016,Manipur,0.15,0.60,0.10,0.50
December 2016,Manipur,0.2,0.70,0.15,0.60
January 2017,Manipur,0.25,0.80,0.20,0.70
February 2017,Manipur,0.3,0.90,0.25,0.80
March 2017,Manipur,0.35,1.00,0.30,0.90
April 2017,Manipur,0.4,1.10,0.35,1.00
May 2017,Manipur,0.45,1.20,0.40,1.20
June 2017,Manipur,0.5,1.30,0.45,1.40
July 2017,Manipur,0.6,1.50,0.55,1.60
August 2017,Manipur,0.7,1.70,0.65,1.80
September 2017,Manipur,0.8,1.90,0.75,2.00
October 2017,Manipur,0.9,2.10,0.85,2.20
November 2017,Manipur,1,2.30,0.95,2.40
December 2017,Manipur,1.2,2.60,1.10,2.70
January 2018,Manipur,1.4,2.90,1.25,3.00
February 2018,Manipur,1.6,3.20,1.40,3.30
March 2018,Manipur,1.8,3.50,1.55,3.60
April 2018,Manipur,2,3.80,1.70,3.90
May 2018,Manipur,2.25,4.20,1.90,4.30
June 2018,Manipur,2.5,4.60,2.10,4.70
July 2018,Manipur,2.75,5.00,2.30,5.10
August 2018,Manipur,3,5.40,2.50,5.50
September 2018,Manipur,3.3,5.90,2.75,6.00
October 2018,Manipur,3.6,6.40,3.00,6.50
November 2018,Manipur,3.9,6.90,3.25,7.00
December 2018,Manipur,4.35,7.60,3.60,7.70
January 2019,Manipur,4.8,8.30,3.95,8.40
February 2019,Manipur,5.25,9.00,4.30,9.10
March 2019,Manipur,5.7,9.70,4.65,9.80
April 2019,Manipur,6.15,10.40,5.00,10.50
May 2019,Manipur,6.75,11.55,5.50,11.50
June 2019,Manipur,7.35,12.70,6.00,12.50
July 2019,Manipur,7.95,13.85,6.50,13.50
August 2019,Manipur,8.55,15.00,7.00,14.50
September 2019,Manipur,9.15,16.15,7.50,15.50
October 2019,Manipur,9.75,17.30,8.00,16.50
November 2019,Manipur,10.5,18.60,8.60,17.80
December 2019,Manipur,11.4,20.10,9.30,19.40
January 2020,Manipur,12.3,21.60,10.00,21.00
February 2020,Manipur,13.2,23.10,10.70,22.60
March 2020,Manipur,14.1,24.60,11.40,24.20
April 2020,Manipur,15,26.00,12.10,25.80
May 2020,Manipur,16,27.50,12.90,27.60
June 2020,Manipur,18.25,31.10,14.75,31.60
July 2020,Manipur,20.5,34.70,16.60,35.60
August 2020,Manipur,22.75,38.30,18.45,39.60
September 2020,Manipur,25,41.90,20.30,43.60
October 2020,Manipur,27.25,45.50,22.15,47.60
November 2020,Manipur,30,49.80,24.45,52.20
December 2020,Manipur,33.25,54.90,27.30,57.80
January 2021,Manipur,36.5,60.00,30.15,63.40
February 2021,Manipur,39.75,65.10,33.00,69.00
March 2021,Manipur,43,70.20,35.85,74.60
April 2021,Manipur,46.25,75.30,38.70,80.20
May 2021,Manipur,50.5,81.60,42.00,86.40
June 2021,Manipur,54.75,87.90,45.30,92.60
July 2021,Manipur,59,94.20,48.60,98.80
August 2021,Manipur,63.25,100.50,51.90,105.00
September 2021,Manipur,67.5,106.80,55.20,111.20
October 2021,Manipur,71.75,113.10,58.50,117.40
November 2021,Manipur,77.25,121.30,62.35,124.80
December 2021,Manipur,83.5,130.50,66.85,133.00
January 2022,Manipur,89.75,139.70,71.35,141.20
February 2022,Manipur,96,148.90,75.85,149.40
March 2022,Manipur,102.25,158.10,80.35,157.60
April 2022,Manipur,108.5,167.30,84.85,165.80
May 2022,Manipur,115.5,178.00,90.00,175.00
June 2022,Manipur,127.25,197.30,100.50,191.25
July 2022,Manipur,139,216.60,111.00,207.50
August 2022,Manipur,150.75,235.90,121.50,223.75
September 2022,Manipur,162.5,255.20,132.00,240.00
October 2022,Manipur,182.25,289.50,148.50,270.00
November 2022,Manipur,197.7,310.10,161.35,292.50
December 2022,Manipur,214.4,333.00,175.70,317.50
January 2023,Manipur,231.1,355.90,190.05,342.50
February 2023,Manipur,241.65,373.20,198.55,359.60
March 2023,Manipur,252.2,390.50,207.05,376.70
April 2023,Manipur,262.75,407.80,215.55,393.80
May 2023,Manipur,276.9,428.20,226.30,413.50
June 2023,Manipur,305.6,474.90,250.95,459.00
July 2023,Manipur,334.3,521.60,275.60,504.50
August 2023,Manipur,363,568.30,300.25,550.00
September 2023,Manipur,391.7,614.90,324.90,595.50
October 2023,Manipur,420.4,661.60,349.55,641.00
April 2016,Meghalaya,0.05,0.25,0.01,0.05
May 2016,Meghalaya,0.06,0.30,0.02,0.10
June 2016,Meghalaya,0.07,0.35,0.03,0.15
July 2016,Meghalaya,0.08,0.40,0.04,0.20
August 2016,Meghalaya,0.09,0.45,0.05,0.25
September 2016,Meghalaya,0.1,0.50,0.06,0.30
October 2016,Meghalaya,0.12,0.55,0.08,0.35
November 2016,Meghalaya,0.15,0.65,0.10,0.40
December 2016,Meghalaya,0.2,0.75,0.15,0.50
January 2017,Meghalaya,0.25,0.85,0.20,0.60
February 2017,Meghalaya,0.3,0.95,0.25,0.70
March 2017,Meghalaya,0.35,1.05,0.30,0.80
April 2017,Meghalaya,0.4,1.15,0.35,0.90
May 2017,Meghalaya,0.45,1.25,0.40,1.00
June 2017,Meghalaya,0.5,1.35,0.45,1.10
July 2017,Meghalaya,0.6,1.50,0.55,1.25
August 2017,Meghalaya,0.7,1.70,0.65,1.40
September 2017,Meghalaya,0.8,1.90,0.75,1.55
October 2017,Meghalaya,0.9,2.10,0.85,1.70
November 2017,Meghalaya,1,2.30,0.95,1.85
December 2017,Meghalaya,1.2,2.60,1.10,2.05
January 2018,Meghalaya,1.4,2.90,1.25,2.25
February 2018,Meghalaya,1.6,3.20,1.40,2.45
March 2018,Meghalaya,1.8,3.50,1.55,2.65
April 2018,Meghalaya,2,3.80,1.70,2.85
May 2018,Meghalaya,2.25,4.25,1.90,3.15
June 2018,Meghalaya,2.5,4.70,2.10,3.45
July 2018,Meghalaya,2.75,5.15,2.30,3.75
August 2018,Meghalaya,3,5.60,2.50,4.05
September 2018,Meghalaya,3.3,6.20,2.75,4.45
October 2018,Meghalaya,3.6,6.80,3.00,4.85
November 2018,Meghalaya,3.9,7.40,3.25,5.25
December 2018,Meghalaya,4.35,8.20,3.60,5.80
January 2019,Meghalaya,4.8,9.00,3.95,6.35
February 2019,Meghalaya,5.25,9.80,4.30,6.90
March 2019,Meghalaya,5.7,10.60,4.65,7.45
April 2019,Meghalaya,6.15,11.40,5.00,8.00
May 2019,Meghalaya,6.75,12.60,5.50,8.80
June 2019,Meghalaya,7.35,13.80,6.00,9.60
July 2019,Meghalaya,7.95,15.00,6.50,10.40
August 2019,Meghalaya,8.55,16.20,7.00,11.20
September 2019,Meghalaya,9.15,17.40,7.50,12.00
October 2019,Meghalaya,9.75,18.60,8.00,12.80
November 2019,Meghalaya,10.5,20.10,8.60,13.70
December 2019,Meghalaya,11.4,21.90,9.30,14.85
January 2020,Meghalaya,12.3,23.70,10.00,16.00
February 2020,Meghalaya,13.2,25.50,10.70,17.15
March 2020,Meghalaya,14.1,27.30,11.40,18.30
April 2020,Meghalaya,15,29.00,12.10,19.45
May 2020,Meghalaya,16,30.80,12.90,20.70
June 2020,Meghalaya,18.25,35.10,14.75,23.55
July 2020,Meghalaya,20.5,39.40,16.60,26.40
August 2020,Meghalaya,22.75,43.70,18.45,29.25
September 2020,Meghalaya,25,48.00,20.30,32.10
October 2020,Meghalaya,27.25,52.30,22.15,34.95
November 2020,Meghalaya,30,57.20,24.45,38.10
December 2020,Meghalaya,33.25,62.90,27.30,41.85
January 2021,Meghalaya,36.5,68.60,30.15,45.60
February 2021,Meghalaya,39.75,74.30,33.00,49.35
March 2021,Meghalaya,43,80.00,35.85,53.10
April 2021,Meghalaya,46.25,85.70,38.70,56.85
May 2021,Meghalaya,50.5,92.40,42.00,61.20
June 2021,Meghalaya,54.75,99.10,45.30,65.55
July 2021,Meghalaya,59,105.80,48.60,69.90
August 2021,Meghalaya,63.25,112.50,51.90,74.25
September 2021,Meghalaya,67.5,119.20,55.20,78.60
October 2021,Meghalaya,71.75,125.90,58.50,82.95
November 2021,Meghalaya,77.25,134.70,62.35,88.55
December 2021,Meghalaya,83.5,144.70,66.85,95.05
January 2022,Meghalaya,89.75,154.70,71.35,101.55
February 2022,Meghalaya,96,164.70,75.85,108.05
March 2022,Meghalaya,102.25,174.70,80.35,114.55
April 2022,Meghalaya,108.5,184.70,84.85,121.05
May 2022,Meghalaya,115.5,195.90,90.00,128.25
June 2022,Meghalaya,127.25,217.15,100.50,142.35
July 2022,Meghalaya,139,238.40,111.00,156.45
August 2022,Meghalaya,150.75,259.65,121.50,170.55
September 2022,Meghalaya,162.5,280.90,132.00,184.65
October 2022,Meghalaya,182.25,317.20,148.50,208.50
November 2022,Meghalaya,197.7,340.50,161.35,225.25
December 2022,Meghalaya,214.4,366.30,175.70,243.75
January 2023,Meghalaya,231.1,392.10,190.05,262.25
February 2023,Meghalaya,241.65,412.70,198.55,275.35
March 2023,Meghalaya,252.2,433.30,207.05,288.45
April 2023,Meghalaya,262.75,453.90,215.55,301.55
May 2023,Meghalaya,276.9,478.60,226.30,319.35
June 2023,Meghalaya,305.6,531.05,250.95,354.30
July 2023,Meghalaya,334.3,583.50,275.60,389.25
August 2023,Meghalaya,363,635.95,300.25,424.20
September 2023,Meghalaya,391.7,688.35,324.90,459.10
October 2023,Meghalaya,420.4,740.80,349.55,494.05
April 2016,Mizoram,0.05,0.20,0.01,0.05
May 2016,Mizoram,0.06,0.25,0.02,0.10
June 2016,Mizoram,0.07,0.30,0.03,0.15
July 2016,Mizoram,0.08,0.35,0.04,0.20
August 2016,Mizoram,0.09,0.40,0.05,0.25
September 2016,Mizoram,0.1,0.45,0.06,0.30
October 2016,Mizoram,0.12,0.50,0.08,0.35
November 2016,Mizoram,0.15,0.60,0.10,0.45
December 2016,Mizoram,0.2,0.70,0.15,0.55
January 2017,Mizoram,0.25,0.80,0.20,0.65
February 2017,Mizoram,0.3,0.90,0.25,0.75
March 2017,Mizoram,0.35,1.00,0.30,0.85
April 2017,Mizoram,0.4,1.10,0.35,0.95
May 2017,Mizoram,0.45,1.20,0.40,1.05
June 2017,Mizoram,0.5,1.30,0.45,1.15
July 2017,Mizoram,0.6,1.50,0.55,1.35
August 2017,Mizoram,0.7,1.70,0.65,1.55
September 2017,Mizoram,0.8,1.90,0.75,1.75
October 2017,Mizoram,0.9,2.10,0.85,1.95
November 2017,Mizoram,1,2.30,0.95,2.15
December 2017,Mizoram,1.2,2.60,1.10,2.40
January 2018,Mizoram,1.4,2.90,1.25,2.70
February 2018,Mizoram,1.6,3.20,1.40,3.00
March 2018,Mizoram,1.8,3.50,1.55,3.30
April 2018,Mizoram,2,3.80,1.70,3.60
May 2018,Mizoram,2.25,4.25,1.90,4.00
June 2018,Mizoram,2.5,4.70,2.10,4.40
July 2018,Mizoram,2.75,5.15,2.30,4.80
August 2018,Mizoram,3,5.60,2.50,5.20
September 2018,Mizoram,3.3,6.20,2.75,5.70
October 2018,Mizoram,3.6,6.80,3.00,6.20
November 2018,Mizoram,3.9,7.40,3.25,6.70
December 2018,Mizoram,4.35,8.20,3.60,7.40
January 2019,Mizoram,4.8,9.00,3.95,8.10
February 2019,Mizoram,5.25,9.80,4.30,8.80
March 2019,Mizoram,5.7,10.60,4.65,9.50
April 2019,Mizoram,6.15,11.40,5.00,10.20
May 2019,Mizoram,6.75,12.60,5.50,11.25
June 2019,Mizoram,7.35,13.80,6.00,12.30
July 2019,Mizoram,7.95,15.00,6.50,13.35
August 2019,Mizoram,8.55,16.20,7.00,14.40
September 2019,Mizoram,9.15,17.40,7.50,15.45
October 2019,Mizoram,9.75,18.60,8.00,16.50
November 2019,Mizoram,10.5,20.10,8.60,17.85
December 2019,Mizoram,11.4,21.90,9.30,19.45
January 2020,Mizoram,12.3,23.70,10.00,21.05
February 2020,Mizoram,13.2,25.50,10.70,22.65
March 2020,Mizoram,14.1,27.30,11.40,24.25
April 2020,Mizoram,15,29.00,12.10,25.85
May 2020,Mizoram,16,30.80,12.90,27.60
June 2020,Mizoram,18.25,35.10,14.75,31.60
July 2020,Mizoram,20.5,39.40,16.60,35.60
August 2020,Mizoram,22.75,43.70,18.45,39.60
September 2020,Mizoram,25,48.00,20.30,43.60
October 2020,Mizoram,27.25,52.30,22.15,47.60
November 2020,Mizoram,30,57.20,24.45,52.20
December 2020,Mizoram,33.25,62.90,27.30,57.80
January 2021,Mizoram,36.5,68.60,30.15,63.40
February 2021,Mizoram,39.75,74.30,33.00,69.00
March 2021,Mizoram,43,80.00,35.85,74.60
April 2021,Mizoram,46.25,85.70,38.70,80.20
May 2021,Mizoram,50.5,92.40,42.00,86.40
June 2021,Mizoram,54.75,99.10,45.30,92.60
July 2021,Mizoram,59,105.80,48.60,98.80
August 2021,Mizoram,63.25,112.50,51.90,105.00
September 2021,Mizoram,67.5,119.20,55.20,111.20
